age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital,hours-per-week,region,income
0-17,Private,7.0,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0.0,24.0,United-States,0
25-30,Private,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,40.0,United-States,0
51-60,Private,10.0,Divorced,Other-service,Not-in-family,Black,Female,0.0,40.0,United-States,0
41-50,Private,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,40.0,United-States,0
41-50,Self-emp-inc,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,40.0,United-States,1
31-40,Private,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,45.0,United-States,1
31-40,Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,60.0,United-States,0
41-50,Federal-gov,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,40.0,United-States,0
71+,Private,9.0,Widowed,Other-service,Not-in-family,White,Female,0.0,13.0,United-States,0
25-30,Private,12.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,40.0,United-States,0
31-40,Private,9.0,Married-civ-spouse,Transport-moving,Wife,White,Female,-1902.0,28.0,United-States,1
18-24,Self-emp-inc,10.0,Never-married,Craft-repair,Own-child,White,Male,0.0,20.0,United-States,0
41-50,Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,40.0,United-States,0
41-50,Private,9.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,40.0,United-States,1
31-40,Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,30.0,United-States,0
0-17,Private,9.0,Never-married,Other-service,Own-child,White,Female,0.0,40.0,United-States,0
51-60,Private,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,45.0,United-States,1
31-40,Private,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,45.0,United-States,0
25-30,Private,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,48.0,United-States,0
31-40,State-gov,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,40.0,United-States,0
61-70,State-gov,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,40.0,Central Europe,0
51-60,Self-emp-not-inc,13.0,Divorced,Farming-fishing,Not-in-family,White,Male,27828.0,50.0,United-States,1
51-60,Private,14.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,40.0,Middle America,0
51-60,Self-emp-not-inc,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386.0,10.0,United-States,1
51-60,Private,10.0,Divorced,Sales,Not-in-family,White,Female,0.0,32.0,United-States,0
18-24,Private,10.0,Never-married,Priv-house-serv,Own-child,White,Female,0.0,20.0,United-States,0
51-60,Private,4.0,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,0.0,50.0,Middle America,0
41-50,Private,9.0,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,30.0,United-States,0
25-30,Private,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,40.0,United-States,1
61-70,Private,14.0,Never-married,Prof-specialty,Other-relative,White,Female,0.0,8.0,United-States,0
18-24,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,10.0,United-States,0
41-50,Private,13.0,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0.0,40.0,Southeast Asia,0
31-40,Local-gov,10.0,Divorced,Prof-specialty,Own-child,White,Female,0.0,45.0,United-States,0
31-40,Private,12.0,Married-civ-spouse,Sales,Husband,White,Male,-1977.0,45.0,United-States,1
51-60,Private,7.0,Divorced,Sales,Not-in-family,White,Male,0.0,50.0,United-States,0
18-24,Private,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,28.0,United-States,0
61-70,Private,4.0,Widowed,Farming-fishing,Not-in-family,Black,Male,0.0,40.0,United-States,0
41-50,Private,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,50.0,Southeast Asia,1
31-40,Private,10.0,Never-married,Other-service,Not-in-family,White,Female,0.0,20.0,United-States,0
51-60,Self-emp-inc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,40.0,United-States,1
31-40,Private,9.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,40.0,United-States,0
18-24,Private,9.0,Never-married,Sales,Not-in-family,White,Female,0.0,40.0,United-States,0
31-40,Self-emp-not-inc,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,4064.0,40.0,United-States,0
25-30,Private,9.0,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,0.0,40.0,United-States,0
31-40,Self-emp-inc,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,55.0,United-States,1
31-40,Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,55.0,United-States,1
41-50,Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,50.0,United-States,0
41-50,Private,13.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,36.0,West Europe,0
18-24,Private,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,45.0,United-States,0
25-30,Private,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,80.0,United-States,0
18-24,Private,12.0,Never-married,Sales,Own-child,White,Male,0.0,20.0,United-States,0
31-40,Private,11.0,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0.0,40.0,Southeast Asia,0
41-50,Self-emp-not-inc,7.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,55.0,United-States,0
31-40,Local-gov,9.0,Married-civ-spouse,Other-service,Husband,Black,Male,3103.0,38.0,United-States,1
31-40,Private,9.0,Separated,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,0.0,40.0,United-States,0
31-40,Private,11.0,Married-civ-spouse,Transport-moving,Husband,White,Male,2829.0,40.0,United-States,0
18-24,Local-gov,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,35.0,United-States,0
31-40,Private,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,52.0,United-States,0
41-50,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,50.0,United-States,0
18-24,Private,13.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,40.0,United-States,0
51-60,State-gov,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,8.0,United-States,0
31-40,Private,13.0,Divorced,Sales,Not-in-family,White,Male,0.0,60.0,United-States,0
18-24,Private,9.0,Never-married,Other-service,Own-child,White,Male,0.0,35.0,United-States,0
51-60,Private,9.0,Widowed,Tech-support,Unmarried,Black,Female,0.0,40.0,United-States,0
41-50,Private,9.0,Married-civ-spouse,Sales,Wife,Black,Female,-1485.0,37.0,United-States,1
41-50,Private,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,5178.0,40.0,United-States,1
18-24,Private,9.0,Never-married,Handlers-cleaners,Unmarried,White,Male,0.0,45.0,United-States,0
61-70,Self-emp-not-inc,4.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,56.0,United-States,0
41-50,Private,6.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,40.0,United-States,0
25-30,Private,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,40.0,United-States,0
41-50,Federal-gov,9.0,Divorced,Other-service,Unmarried,White,Male,0.0,40.0,United-States,0
31-40,Private,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,30.0,United-States,0
25-30,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,55.0,United-States,0
51-60,Private,11.0,Separated,Other-service,Unmarried,White,Female,0.0,35.0,United-States,0
51-60,Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,40.0,United-States,0
41-50,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,40.0,United-States,0
25-30,Private,9.0,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0.0,48.0,United-States,0
41-50,Private,3.0,Married-civ-spouse,Farming-fishing,Wife,White,Female,0.0,40.0,Mexico,0
31-40,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,40.0,United-States,0
51-60,Self-emp-not-inc,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,75.0,United-States,0
51-60,Self-emp-not-inc,14.0,Divorced,Sales,Not-in-family,White,Male,0.0,18.0,United-States,0
31-40,State-gov,9.0,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0.0,35.0,United-States,0
41-50,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,60.0,United-States,0
51-60,Private,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,-1672.0,45.0,United-States,0
41-50,Private,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,40.0,United-States,0
41-50,Self-emp-inc,11.0,Divorced,Sales,Unmarried,White,Female,0.0,30.0,United-States,0
71+,Private,3.0,Widowed,Other-service,Unmarried,White,Male,0.0,20.0,United-States,0
25-30,Private,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,80.0,United-States,0
31-40,Private,2.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,35.0,Mexico,0
31-40,Private,13.0,Separated,Prof-specialty,Not-in-family,White,Male,0.0,50.0,United-States,1
18-24,State-gov,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,20.0,United-States,0
51-60,Private,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,48.0,United-States,1
18-24,Private,12.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,25.0,United-States,0
31-40,Self-emp-not-inc,7.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,-1887.0,45.0,United-States,1
18-24,Private,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,40.0,United-States,0
51-60,Self-emp-inc,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,25.0,United-States,0
25-30,Local-gov,13.0,Never-married,Protective-serv,Own-child,White,Male,0.0,40.0,United-States,0
31-40,Private,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,5013.0,50.0,United-States,0
31-40,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,60.0,United-States,0
25-30,Self-emp-not-inc,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,20.0,United-States,1
41-50,Private,6.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386.0,60.0,United-States,0
51-60,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,48.0,United-States,0
25-30,Private,9.0,Never-married,Farming-fishing,Unmarried,White,Male,0.0,30.0,United-States,0
41-50,Private,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,40.0,United-States,0
25-30,Self-emp-not-inc,15.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,20.0,United-States,0
51-60,Self-emp-not-inc,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,30.0,United-States,0
18-24,Private,10.0,Never-married,Other-service,Own-child,White,Female,0.0,20.0,Mexico,0
51-60,Federal-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,40.0,United-States,1
18-24,Local-gov,13.0,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0.0,35.0,East Asia,0
31-40,Private,9.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,40.0,United-States,0
31-40,Private,9.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,-1887.0,40.0,United-States,1
25-30,Private,6.0,Never-married,Craft-repair,Own-child,White,Male,0.0,40.0,United-States,0
41-50,Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,40.0,United-States,0
18-24,Private,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,40.0,United-States,0
41-50,Private,10.0,Never-married,Other-service,Not-in-family,White,Male,0.0,15.0,United-States,0
31-40,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,60.0,United-States,0
25-30,Private,1.0,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,41310.0,24.0,Mexico,0
31-40,Private,3.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,40.0,Mexico,0
61-70,Private,10.0,Widowed,Craft-repair,Not-in-family,White,Male,0.0,10.0,United-States,0
61-70,Self-emp-not-inc,14.0,Separated,Prof-specialty,Not-in-family,White,Male,0.0,40.0,United-States,1
18-24,Private,9.0,Divorced,Handlers-cleaners,Own-child,White,Male,0.0,40.0,United-States,0
51-60,Private,14.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,10.0,United-States,0
31-40,Private,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,45.0,United-States,0
61-70,Private,9.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,20.0,United-States,0
41-50,Local-gov,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,40.0,United-States,0
18-24,Private,10.0,Never-married,Sales,Not-in-family,Black,Female,0.0,36.0,United-States,0
41-50,Private,9.0,Never-married,Handlers-cleaners,Other-relative,White,Male,0.0,5.0,United-States,0
31-40,Private,13.0,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0.0,40.0,United-States,1
41-50,Private,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,47.0,United-States,0
61-70,Self-emp-not-inc,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,70.0,United-States,0
41-50,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,40.0,United-States,0
25-30,Private,13.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,40.0,United-States,0
51-60,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,40.0,United-States,0
61-70,Private,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,40.0,United-States,0
18-24,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,32.0,United-States,0
51-60,Private,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,55.0,United-States,1
41-50,Local-gov,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,40.0,United-States,0
31-40,Private,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,40.0,Middle America,0
61-70,Self-emp-not-inc,16.0,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,40.0,United-States,1
25-30,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,60.0,United-States,0
18-24,Self-emp-not-inc,7.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,40.0,United-States,0
41-50,Local-gov,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,45.0,United-States,1
25-30,Private,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,48.0,United-States,0
18-24,State-gov,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,20.0,United-States,0
18-24,Private,10.0,Never-married,Sales,Unmarried,White,Male,0.0,50.0,Mexico,0
31-40,Private,11.0,Never-married,Adm-clerical,Own-child,White,Female,14344.0,40.0,United-States,1
41-50,Private,10.0,Divorced,Sales,Not-in-family,White,Male,0.0,50.0,United-States,0
51-60,Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,40.0,United-States,1
41-50,Private,10.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,30.0,United-States,0
41-50,Self-emp-not-inc,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,25.0,United-States,0
41-50,Private,14.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,45.0,United-States,1
18-24,Private,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,40.0,United-States,0
61-70,Local-gov,9.0,Widowed,Adm-clerical,Unmarried,White,Female,1471.0,35.0,United-States,0
31-40,State-gov,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,70.0,United-States,0
25-30,Private,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,40.0,United-States,0
41-50,Private,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,40.0,United-States,0
51-60,Private,6.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,40.0,United-States,1
31-40,Private,10.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,10.0,United-States,0
41-50,Local-gov,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,40.0,United-States,1
18-24,Private,10.0,Never-married,Handlers-cleaners,Unmarried,White,Male,0.0,30.0,United-States,0
18-24,State-gov,10.0,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,40.0,United-States,0
51-60,Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,40.0,United-States,0
25-30,Private,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,40.0,United-States,0
25-30,Local-gov,8.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,40.0,United-States,0
51-60,Federal-gov,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,40.0,United-States,1
41-50,Private,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,65.0,United-States,0
51-60,Private,15.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,40.0,United-States,0
31-40,Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,40.0,Southeast Asia,1
18-24,Private,3.0,Never-married,Handlers-cleaners,Other-relative,White,Male,0.0,30.0,Middle America,0
31-40,Private,6.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,40.0,United-States,0
25-30,Private,5.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,40.0,Middle America,0
41-50,Private,13.0,Divorced,Prof-specialty,Other-relative,White,Female,0.0,50.0,United-States,1
25-30,Private,7.0,Never-married,Machine-op-inspct,Unmarried,White,Male,6497.0,48.0,United-States,0
51-60,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,50.0,United-States,1
31-40,Private,9.0,Separated,Sales,Not-in-family,White,Female,0.0,45.0,United-States,0
31-40,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,50.0,United-States,0
41-50,Private,9.0,Never-married,Exec-managerial,Not-in-family,Black,Female,0.0,40.0,United-States,0
31-40,Private,4.0,Separated,Other-service,Not-in-family,White,Female,0.0,25.0,United-States,0
31-40,Private,10.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,45.0,United-States,0
41-50,Self-emp-not-inc,7.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,30.0,United-States,1
31-40,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,60.0,United-States,1
18-24,Private,10.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,32.0,United-States,0
18-24,Private,5.0,Never-married,Sales,Own-child,White,Female,0.0,40.0,United-States,0
51-60,Self-emp-not-inc,9.0,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0.0,30.0,United-States,0
25-30,Self-emp-not-inc,10.0,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0.0,55.0,United-States,1
18-24,Private,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,43.0,United-States,0
31-40,Private,7.0,Divorced,Handlers-cleaners,Not-in-family,White,Female,0.0,60.0,United-States,0
51-60,Private,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,48.0,United-States,0
61-70,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,40.0,United-States,0
71+,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,50.0,United-States,1
41-50,Private,15.0,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,40.0,United-States,0
18-24,Private,10.0,Never-married,Sales,Own-child,White,Female,0.0,35.0,United-States,0
51-60,Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,40.0,United-States,1
31-40,Private,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,37.0,United-States,0
41-50,Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,85.0,United-States,1
18-24,State-gov,9.0,Never-married,Adm-clerical,Own-child,Black,Female,0.0,20.0,United-States,0
18-24,Self-emp-inc,9.0,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,30.0,United-States,0
31-40,Private,10.0,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,-1485.0,55.0,Southeast Asia,1
41-50,Private,3.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,40.0,Middle America,0
31-40,Private,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,40.0,United-States,1
18-24,Private,9.0,Married-spouse-absent,Other-service,Own-child,White,Female,0.0,35.0,United-States,0
25-30,Private,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,50.0,United-States,0
51-60,State-gov,9.0,Married-civ-spouse,Protective-serv,Husband,Black,Male,0.0,40.0,United-States,1
31-40,Private,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,40.0,United-States,0
61-70,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,40.0,United-States,0
41-50,Private,10.0,Divorced,Transport-moving,Unmarried,White,Male,0.0,35.0,West Europe,0
51-60,Self-emp-not-inc,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,40.0,United-States,0
25-30,Private,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,36.0,United-States,0
31-40,Private,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,40.0,United-States,0
31-40,Self-emp-not-inc,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,30.0,United-States,0
41-50,Private,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,40.0,United-States,0
71+,Self-emp-not-inc,4.0,Widowed,Farming-fishing,Not-in-family,White,Male,0.0,35.0,United-States,0
31-40,Private,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,50.0,United-States,0
31-40,Private,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,50.0,United-States,0
51-60,Private,11.0,Divorced,Other-service,Not-in-family,White,Male,0.0,20.0,United-States,0
31-40,Private,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,40.0,United-States,0
31-40,Local-gov,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,-2258.0,60.0,United-States,0
41-50,Private,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,40.0,United-States,0
